,sensor_temp,sensor_humi,ext_temp,ext_humi,ext_dew,ext_rain,ext_wind,ext_sunshine
sensor_temp,0.0,0.8526238688011898,0.5273521667568347,0.8214603263790015,1.0264173206570573,0.24408347947214093,-0.615202153170406,-0.33167589146090887
sensor_humi,0.8526238688011898,0.0,0.051685523095651,-0.21766345784590618,-0.06572864772331077,-0.2253660113414881,-0.4217644451833744,0.23978020255448654
ext_temp,0.5273521667568347,0.051685523095651,0.0,-0.0215055096328358,0.2474187983818511,-0.031036575390747945,-0.42107258574761,0.230451801312472
ext_humi,0.8214603263790015,-0.21766345784590618,-0.0215055096328358,0.0,-0.2584305489948786,-0.0813711421452154,-0.07311249527678441,0.082481491812541
ext_dew,1.0264173206570573,-0.06572864772331077,0.2474187983818511,-0.2584305489948786,0.0,-0.1881734255951727,-0.24901000631833836,0.3675227371307291
ext_rain,0.24408347947214093,-0.2253660113414881,-0.031036575390747945,-0.0813711421452154,-0.1881734255951727,0.0,0.4102566715029087,-0.029196355963951634
ext_wind,-0.615202153170406,-0.4217644451833744,-0.42107258574761,-0.07311249527678441,-0.24901000631833836,0.4102566715029087,0.0,-0.05756615332327848
ext_sunshine,-0.33167589146090887,0.23978020255448654,0.230451801312472,0.082481491812541,0.3675227371307291,-0.029196355963951634,-0.05756615332327848,0.0
