index,datetime,date,year,month,day,hour,minute,time_of_day,"day_of_week
(0=Mon)",day_name,is_weekend,week_of_year,"timestep
(global)","step_in_day
(0-95)","day_number
(0-based)",sin_time,cos_time,sin_dow,cos_dow,"sensor_temp
(°C)","sensor_humi
(%)","ext_temp
(°C)","ext_humi
(%)","ext_dew
(°C)","ext_rain
(mm)","ext_sunshine
(s)","ext_wind
(km/h)",is_day
1,2026-02-15 00:00,2026-02-15,2026,2,15,0,0,00:00,6,Sunday,1,7,0,0,0,0.0,1.0,,,26.1333,20.8467,3.9,65,-2.0,0.0,0.0,10.4,0
2,2026-02-15 00:15,2026-02-15,2026,2,15,0,15,00:15,6,Sunday,1,7,1,1,0,0.06540312923014306,0.9978589232386035,,,26.5433,20.7167,3.9,65,-2.0,0.0,0.0,10.4,0
3,2026-02-15 00:30,2026-02-15,2026,2,15,0,30,00:30,6,Sunday,1,7,2,2,0,0.13052619222005157,0.9914448613738104,,,27.16,21.6467,4.0,65,-2.0,0.0,0.0,10.8,0
4,2026-02-15 00:45,2026-02-15,2026,2,15,0,45,00:45,6,Sunday,1,7,3,3,0,0.19509032201612825,0.9807852804032304,,,27.23,23.53,4.0,65,-1.9,0.0,0.0,11.5,0
5,2026-02-15 01:00,2026-02-15,2026,2,15,1,0,01:00,6,Sunday,1,7,4,4,0,0.25881904510252074,0.9659258262890683,,,27.1167,24.2133,4.1,65,-1.9,0.0,0.0,11.9,0
6,2026-02-15 01:15,2026-02-15,2026,2,15,1,15,01:15,6,Sunday,1,7,5,5,0,0.3214394653031616,0.9469301294951057,,,26.9567,24.65,4.1,65,-1.8,0.0,0.0,12.6,0
7,2026-02-15 01:30,2026-02-15,2026,2,15,1,30,01:30,6,Sunday,1,7,6,6,0,0.3826834323650898,0.9238795325112867,,,26.62,24.6633,4.2,64,-2.0,0.0,0.0,13.3,0
8,2026-02-15 01:45,2026-02-15,2026,2,15,1,45,01:45,6,Sunday,1,7,7,7,0,0.44228869021900125,0.8968727415326884,,,26.0733,23.2533,4.3,64,-1.9,0.0,0.0,14.0,0
9,2026-02-15 02:00,2026-02-15,2026,2,15,2,0,02:00,6,Sunday,1,7,8,8,0,0.49999999999999994,0.8660254037844387,,,26.0267,22.71,4.3,65,-1.7,0.0,0.0,14.8,0
10,2026-02-15 02:15,2026-02-15,2026,2,15,2,15,02:15,6,Sunday,1,7,9,9,0,0.5555702330196022,0.8314696123025452,,,26.5933,26.97,4.3,67,-1.2,0.0,0.0,15.5,0
11,2026-02-15 02:30,2026-02-15,2026,2,15,2,30,02:30,6,Sunday,1,7,10,10,0,0.6087614290087207,0.7933533402912352,,,26.6833,26.88,4.3,69,-0.8,0.0,0.0,15.8,0
12,2026-02-15 02:45,2026-02-15,2026,2,15,2,45,02:45,6,Sunday,1,7,11,11,0,0.6593458151000688,0.7518398074789774,,,26.4333,25.4433,4.3,72,-0.3,0.0,0.0,16.2,0
13,2026-02-15 03:00,2026-02-15,2026,2,15,3,0,03:00,6,Sunday,1,7,12,12,0,0.7071067811865475,0.7071067811865476,,,26.3533,24.67,4.2,74,0.0,0.0,0.0,16.6,0
14,2026-02-15 03:15,2026-02-15,2026,2,15,3,15,03:15,6,Sunday,1,7,13,13,0,0.7518398074789774,0.6593458151000688,,,26.53,24.28,4.2,75,0.2,0.1,0.0,16.6,0
15,2026-02-15 03:30,2026-02-15,2026,2,15,3,30,03:30,6,Sunday,1,7,14,14,0,0.7933533402912352,0.6087614290087207,,,26.4067,23.7533,4.1,75,0.1,0.1,0.0,16.6,0
16,2026-02-15 03:45,2026-02-15,2026,2,15,3,45,03:45,6,Sunday,1,7,15,15,0,0.8314696123025451,0.5555702330196024,,,26.2167,23.4767,4.1,75,0.1,0.1,0.0,16.2,0
17,2026-02-15 04:00,2026-02-15,2026,2,15,4,0,04:00,6,Sunday,1,7,16,16,0,0.8660254037844386,0.5000000000000001,,,26.28,23.67,4.0,76,0.2,0.1,0.0,16.2,0
18,2026-02-15 04:15,2026-02-15,2026,2,15,4,15,04:15,6,Sunday,1,7,17,17,0,0.8968727415326884,0.44228869021900125,,,26.3433,23.6033,4.0,77,0.3,0.1,0.0,16.2,0
19,2026-02-15 04:30,2026-02-15,2026,2,15,4,30,04:30,6,Sunday,1,7,18,18,0,0.9238795325112867,0.38268343236508984,,,26.15,23.7033,3.9,79,0.6,0.1,0.0,15.8,0
20,2026-02-15 04:45,2026-02-15,2026,2,15,4,45,04:45,6,Sunday,1,7,19,19,0,0.9469301294951056,0.3214394653031617,,,26.1467,23.8567,3.9,80,0.8,0.1,0.0,15.8,0
21,2026-02-15 05:00,2026-02-15,2026,2,15,5,0,05:00,6,Sunday,1,7,20,20,0,0.9659258262890683,0.25881904510252074,,,26.2933,23.9,3.8,81,0.9,0.1,0.0,15.8,0
22,2026-02-15 05:15,2026-02-15,2026,2,15,5,15,05:15,6,Sunday,1,7,21,21,0,0.9807852804032304,0.19509032201612833,,,26.15,24.1433,3.8,82,1.1,0.0,0.0,16.2,0
23,2026-02-15 05:30,2026-02-15,2026,2,15,5,30,05:30,6,Sunday,1,7,22,22,0,0.9914448613738104,0.1305261922200517,,,25.96,24.53,3.8,82,1.1,0.0,0.0,16.9,0
24,2026-02-15 05:45,2026-02-15,2026,2,15,5,45,05:45,6,Sunday,1,7,23,23,0,0.9978589232386035,0.06540312923014327,,,26.1367,24.75,3.8,82,1.1,0.0,0.0,17.3,0
25,2026-02-15 06:00,2026-02-15,2026,2,15,6,0,06:00,6,Sunday,1,7,24,24,0,1.0,6.123233995736766e-17,,,26.2,24.9067,3.8,83,1.2,0.0,0.0,17.6,0
26,2026-02-15 06:15,2026-02-15,2026,2,15,6,15,06:15,6,Sunday,1,7,25,25,0,0.9978589232386035,-0.06540312923014314,,,26.0233,25.08,3.8,84,1.3,0.1,0.0,17.6,0
27,2026-02-15 06:30,2026-02-15,2026,2,15,6,30,06:30,6,Sunday,1,7,26,26,0,0.9914448613738104,-0.1305261922200516,,,25.92,25.2733,3.6,86,1.5,0.1,0.0,17.6,0
28,2026-02-15 06:45,2026-02-15,2026,2,15,6,45,06:45,6,Sunday,1,7,27,27,0,0.9807852804032304,-0.1950903220161282,,,26.1333,25.26,3.6,88,1.8,0.1,0.0,17.6,0
29,2026-02-15 07:00,2026-02-15,2026,2,15,7,0,07:00,6,Sunday,1,7,28,28,0,0.9659258262890683,-0.25881904510252063,,,26.0667,25.1867,3.5,89,1.9,0.1,0.0,17.3,0
30,2026-02-15 07:15,2026-02-15,2026,2,15,7,15,07:15,6,Sunday,1,7,29,29,0,0.9469301294951057,-0.3214394653031616,,,25.8467,25.2867,3.6,90,2.1,0.1,0.0,16.9,1
31,2026-02-15 07:30,2026-02-15,2026,2,15,7,30,07:30,6,Sunday,1,7,30,30,0,0.9238795325112868,-0.3826834323650895,,,25.8967,25.3733,3.7,90,2.3,0.1,0.0,16.6,1
32,2026-02-15 07:45,2026-02-15,2026,2,15,7,45,07:45,6,Sunday,1,7,31,31,0,0.8968727415326884,-0.44228869021900113,,,26.0467,25.49,3.9,90,2.4,0.1,0.0,15.8,1
33,2026-02-15 08:00,2026-02-15,2026,2,15,8,0,08:00,6,Sunday,1,7,32,32,0,0.8660254037844387,-0.4999999999999998,,,25.94,25.72,4.0,90,2.5,0.1,0.0,15.5,1
34,2026-02-15 08:15,2026-02-15,2026,2,15,8,15,08:15,6,Sunday,1,7,33,33,0,0.8314696123025451,-0.5555702330196023,,,25.7833,26.0367,4.0,90,2.6,0.2,0.0,15.1,1
35,2026-02-15 08:30,2026-02-15,2026,2,15,8,30,08:30,6,Sunday,1,7,34,34,0,0.7933533402912352,-0.6087614290087207,,,25.9567,26.2933,4.0,91,2.7,0.2,0.0,15.1,1
36,2026-02-15 08:45,2026-02-15,2026,2,15,8,45,08:45,6,Sunday,1,7,35,35,0,0.7518398074789774,-0.6593458151000688,,,26.0433,26.4633,4.0,92,2.9,0.2,0.0,14.8,1
37,2026-02-15 09:00,2026-02-15,2026,2,15,9,0,09:00,6,Sunday,1,7,36,36,0,0.7071067811865476,-0.7071067811865475,,,25.8333,26.6833,4.1,92,2.9,0.2,0.0,14.8,1
38,2026-02-15 09:15,2026-02-15,2026,2,15,9,15,09:15,6,Sunday,1,7,37,37,0,0.659345815100069,-0.7518398074789773,,,25.7333,26.9133,4.1,92,3.0,0.1,0.0,14.8,1
39,2026-02-15 09:30,2026-02-15,2026,2,15,9,30,09:30,6,Sunday,1,7,38,38,0,0.6087614290087209,-0.793353340291235,,,25.8867,27.0267,4.2,93,3.2,0.1,0.0,14.8,1
40,2026-02-15 09:45,2026-02-15,2026,2,15,9,45,09:45,6,Sunday,1,7,39,39,0,0.5555702330196025,-0.831469612302545,,,25.8567,27.2033,4.3,93,3.3,0.1,0.0,14.8,1
41,2026-02-15 10:00,2026-02-15,2026,2,15,10,0,10:00,6,Sunday,1,7,40,40,0,0.49999999999999994,-0.8660254037844387,,,25.6667,27.43,4.4,93,3.4,0.1,0.0,14.8,1
42,2026-02-15 10:15,2026-02-15,2026,2,15,10,15,10:15,6,Sunday,1,7,41,41,0,0.4422886902190017,-0.8968727415326881,,,25.7267,27.6933,4.5,93,3.5,0.4,0.0,15.1,1
43,2026-02-15 10:30,2026-02-15,2026,2,15,10,30,10:30,6,Sunday,1,7,42,42,0,0.3826834323650899,-0.9238795325112867,,,25.9167,27.6867,4.6,94,3.7,0.4,0.0,15.5,1
44,2026-02-15 10:45,2026-02-15,2026,2,15,10,45,10:45,6,Sunday,1,7,43,43,0,0.32143946530316175,-0.9469301294951056,,,25.7967,27.8633,4.7,94,3.8,0.4,0.0,15.5,1
45,2026-02-15 11:00,2026-02-15,2026,2,15,11,0,11:00,6,Sunday,1,7,44,44,0,0.258819045102521,-0.9659258262890682,,,25.5967,28.1467,4.8,94,3.9,0.4,0.0,15.5,1
46,2026-02-15 11:15,2026-02-15,2026,2,15,11,15,11:15,6,Sunday,1,7,45,45,0,0.19509032201612816,-0.9807852804032304,,,25.6233,28.33,4.8,94,4.0,0.5,0.0,14.8,1
47,2026-02-15 11:30,2026-02-15,2026,2,15,11,30,11:30,6,Sunday,1,7,46,46,0,0.130526192220052,-0.9914448613738104,,,25.7367,28.4567,4.9,95,4.2,0.5,0.0,14.0,1
48,2026-02-15 11:45,2026-02-15,2026,2,15,11,45,11:45,6,Sunday,1,7,47,47,0,0.06540312923014312,-0.9978589232386035,,,25.63,28.6633,5.0,95,4.3,0.5,0.0,13.0,1
49,2026-02-15 12:00,2026-02-15,2026,2,15,12,0,12:00,6,Sunday,1,7,48,48,0,1.2246467991473532e-16,-1.0,,,25.4933,28.91,5.0,95,4.3,0.5,0.0,12.2,1
50,2026-02-15 12:15,2026-02-15,2026,2,15,12,15,12:15,6,Sunday,1,7,49,49,0,-0.06540312923014287,-0.9978589232386035,,,25.6633,29.5,5.1,95,4.4,0.5,0.0,11.5,1
51,2026-02-15 12:30,2026-02-15,2026,2,15,12,30,12:30,6,Sunday,1,7,50,50,0,-0.13052619222005177,-0.9914448613738104,,,25.8433,29.9033,5.2,96,4.6,0.5,0.0,10.8,1
52,2026-02-15 12:45,2026-02-15,2026,2,15,12,45,12:45,6,Sunday,1,7,51,51,0,-0.19509032201612792,-0.9807852804032305,,,25.7767,30.14,5.3,96,4.7,0.5,0.0,10.4,1
53,2026-02-15 13:00,2026-02-15,2026,2,15,13,0,13:00,6,Sunday,1,7,52,52,0,-0.2588190451025208,-0.9659258262890683,,,25.65,30.52,5.4,96,4.9,0.5,0.0,10.1,1
54,2026-02-15 13:15,2026-02-15,2026,2,15,13,15,13:15,6,Sunday,1,7,53,53,0,-0.32143946530316153,-0.9469301294951057,,,25.6933,30.8267,5.6,96,5.1,0.0,0.0,10.1,1
55,2026-02-15 13:30,2026-02-15,2026,2,15,13,30,13:30,6,Sunday,1,7,54,54,0,-0.38268343236508967,-0.9238795325112868,,,25.7733,30.9167,5.9,95,5.2,0.0,0.0,10.1,1
56,2026-02-15 13:45,2026-02-15,2026,2,15,13,45,13:45,6,Sunday,1,7,55,55,0,-0.44228869021900147,-0.8968727415326883,,,25.7533,33.0667,6.2,94,5.3,0.0,0.0,10.1,1
57,2026-02-15 14:00,2026-02-15,2026,2,15,14,0,14:00,6,Sunday,1,7,56,56,0,-0.4999999999999997,-0.8660254037844388,,,24.5633,33.61,6.5,94,5.6,0.0,0.0,10.1,1
58,2026-02-15 14:15,2026-02-15,2026,2,15,14,15,14:15,6,Sunday,1,7,57,57,0,-0.555570233019602,-0.8314696123025455,,,24.7033,34.1333,6.8,94,5.9,0.0,0.0,9.4,1
59,2026-02-15 14:30,2026-02-15,2026,2,15,14,30,14:30,6,Sunday,1,7,58,58,0,-0.6087614290087207,-0.7933533402912352,,,25.1,35.76,7.1,94,6.2,0.0,0.0,8.6,1
60,2026-02-15 14:45,2026-02-15,2026,2,15,14,45,14:45,6,Sunday,1,7,59,59,0,-0.6593458151000688,-0.7518398074789775,,,25.0333,35.55,7.4,94,6.5,0.0,0.0,7.6,1
61,2026-02-15 15:00,2026-02-15,2026,2,15,15,0,15:00,6,Sunday,1,7,60,60,0,-0.7071067811865471,-0.7071067811865479,,,24.83,35.5067,7.6,94,6.7,0.0,0.0,7.2,1
62,2026-02-15 15:15,2026-02-15,2026,2,15,15,15,15:15,6,Sunday,1,7,61,61,0,-0.7518398074789773,-0.6593458151000691,,,24.9667,36.3033,7.7,94,6.8,0.0,0.0,7.6,1
63,2026-02-15 15:30,2026-02-15,2026,2,15,15,30,15:30,6,Sunday,1,7,62,62,0,-0.7933533402912349,-0.6087614290087209,,,25.3667,37.2033,7.8,95,7.0,0.0,0.0,8.3,1
64,2026-02-15 15:45,2026-02-15,2026,2,15,15,45,15:45,6,Sunday,1,7,63,63,0,-0.8314696123025452,-0.5555702330196022,,,25.45,38.63,7.8,95,7.1,0.0,0.0,9.4,1
65,2026-02-15 16:00,2026-02-15,2026,2,15,16,0,16:00,6,Sunday,1,7,64,64,0,-0.8660254037844384,-0.5000000000000004,,,25.35,39.94,7.9,95,7.1,0.0,0.0,10.1,1
66,2026-02-15 16:15,2026-02-15,2026,2,15,16,15,16:15,6,Sunday,1,7,65,65,0,-0.8968727415326883,-0.44228869021900136,,,25.25,40.4067,8.0,95,7.2,0.4,0.0,10.4,1
67,2026-02-15 16:30,2026-02-15,2026,2,15,16,30,16:30,6,Sunday,1,7,66,66,0,-0.9238795325112868,-0.3826834323650895,,,25.1967,40.8567,8.1,95,7.3,0.4,0.0,10.4,1
68,2026-02-15 16:45,2026-02-15,2026,2,15,16,45,16:45,6,Sunday,1,7,67,67,0,-0.9469301294951056,-0.3214394653031618,,,25.15,41.3233,8.2,95,7.5,0.4,0.0,10.8,1
69,2026-02-15 17:00,2026-02-15,2026,2,15,17,0,17:00,6,Sunday,1,7,68,68,0,-0.9659258262890683,-0.25881904510252063,,,25.2133,42.0267,8.3,94,7.4,0.4,0.0,11.2,1
70,2026-02-15 17:15,2026-02-15,2026,2,15,17,15,17:15,6,Sunday,1,7,69,69,0,-0.9807852804032303,-0.19509032201612866,,,25.48,43.3,8.5,93,7.4,0.1,0.0,12.2,1
71,2026-02-15 17:30,2026-02-15,2026,2,15,17,30,17:30,6,Sunday,1,7,70,70,0,-0.9914448613738104,-0.13052619222005163,,,25.04,42.6167,8.6,92,7.4,0.1,0.0,13.3,0
72,2026-02-15 17:45,2026-02-15,2026,2,15,17,45,17:45,6,Sunday,1,7,71,71,0,-0.9978589232386035,-0.06540312923014273,,,24.59,40.0067,8.7,90,7.2,0.1,0.0,14.4,0
73,2026-02-15 18:00,2026-02-15,2026,2,15,18,0,18:00,6,Sunday,1,7,72,72,0,-1.0,-1.8369701987210297e-16,,,25.12,39.5933,8.7,89,7.0,0.1,0.0,14.8,0
74,2026-02-15 18:15,2026-02-15,2026,2,15,18,15,18:15,6,Sunday,1,7,73,73,0,-0.9978589232386036,0.06540312923014237,,,25.2033,39.5433,8.5,88,6.7,0.0,0.0,13.7,0
75,2026-02-15 18:30,2026-02-15,2026,2,15,18,30,18:30,6,Sunday,1,7,74,74,0,-0.9914448613738105,0.13052619222005127,,,24.92,38.32,8.3,86,6.1,0.0,0.0,11.5,0
76,2026-02-15 18:45,2026-02-15,2026,2,15,18,45,18:45,6,Sunday,1,7,75,75,0,-0.9807852804032304,0.1950903220161283,,,24.68,36.82,8.0,85,5.6,0.0,0.0,9.4,0
77,2026-02-15 19:00,2026-02-15,2026,2,15,19,0,19:00,6,Sunday,1,7,76,76,0,-0.9659258262890684,0.2588190451025203,,,24.7333,35.7867,7.7,85,5.4,0.0,0.0,7.9,0
78,2026-02-15 19:15,2026-02-15,2026,2,15,19,15,19:15,6,Sunday,1,7,77,77,0,-0.9469301294951057,0.3214394653031615,,,24.7167,35.1533,7.6,86,5.4,0.2,0.0,7.9,0
79,2026-02-15 19:30,2026-02-15,2026,2,15,19,30,19:30,6,Sunday,1,7,78,78,0,-0.923879532511287,0.38268343236508917,,,24.8533,35.3667,7.4,89,5.8,0.2,0.0,8.3,0
80,2026-02-15 19:45,2026-02-15,2026,2,15,19,45,19:45,6,Sunday,1,7,79,79,0,-0.8968727415326885,0.442288690219001,,,25.32,36.8933,7.4,91,6.0,0.2,0.0,9.4,0
81,2026-02-15 20:00,2026-02-15,2026,2,15,20,0,20:00,6,Sunday,1,7,80,80,0,-0.8660254037844386,0.5000000000000001,,,25.4133,38.92,7.3,93,6.2,0.2,0.0,10.1,0
82,2026-02-15 20:15,2026-02-15,2026,2,15,20,15,20:15,6,Sunday,1,7,81,81,0,-0.8314696123025455,0.5555702330196018,,,25.38,40.6367,7.2,93,6.2,0.0,0.0,10.8,0
83,2026-02-15 20:30,2026-02-15,2026,2,15,20,30,20:30,6,Sunday,1,7,82,82,0,-0.7933533402912357,0.6087614290087199,,,25.29,41.93,7.2,92,6.0,0.0,0.0,11.5,0
84,2026-02-15 20:45,2026-02-15,2026,2,15,20,45,20:45,6,Sunday,1,7,83,83,0,-0.7518398074789772,0.6593458151000691,,,25.23,43.1133,7.2,91,5.9,0.0,0.0,12.2,0
85,2026-02-15 21:00,2026-02-15,2026,2,15,21,0,21:00,6,Sunday,1,7,84,84,0,-0.7071067811865477,0.7071067811865474,,,25.2167,43.7933,7.2,90,5.7,0.0,0.0,13.0,0
86,2026-02-15 21:15,2026-02-15,2026,2,15,21,15,21:15,6,Sunday,1,7,85,85,0,-0.6593458151000687,0.7518398074789775,,,25.2,44.4867,7.1,90,5.6,0.0,0.0,13.3,0
87,2026-02-15 21:30,2026-02-15,2026,2,15,21,30,21:30,6,Sunday,1,7,86,86,0,-0.6087614290087209,0.7933533402912349,,,25.17,45.0933,7.1,90,5.6,0.0,0.0,13.7,0
88,2026-02-15 21:45,2026-02-15,2026,2,15,21,45,21:45,6,Sunday,1,7,87,87,0,-0.555570233019603,0.8314696123025448,,,25.1633,45.5333,7.0,90,5.5,0.0,0.0,14.0,0
89,2026-02-15 22:00,2026-02-15,2026,2,15,22,0,22:00,6,Sunday,1,7,88,88,0,-0.5000000000000004,0.8660254037844384,,,25.06,45.51,6.9,90,5.4,0.0,0.0,14.0,0
90,2026-02-15 22:15,2026-02-15,2026,2,15,22,15,22:15,6,Sunday,1,7,89,89,0,-0.4422886902190014,0.8968727415326883,,,25.12,43.5233,6.9,90,5.4,0.0,0.0,14.0,0
91,2026-02-15 22:30,2026-02-15,2026,2,15,22,30,22:30,6,Sunday,1,7,90,90,0,-0.38268343236508956,0.9238795325112868,,,25.4567,43.04,6.8,90,5.3,0.0,0.0,13.7,0
92,2026-02-15 22:45,2026-02-15,2026,2,15,22,45,22:45,6,Sunday,1,7,91,91,0,-0.32143946530316186,0.9469301294951056,,,25.4867,43.2667,6.8,89,5.1,0.0,0.0,13.7,0
93,2026-02-15 23:00,2026-02-15,2026,2,15,23,0,23:00,6,Sunday,1,7,92,92,0,-0.25881904510252157,0.9659258262890681,,,25.3233,43.3,6.7,89,5.1,0.0,0.0,13.3,0
94,2026-02-15 23:15,2026-02-15,2026,2,15,23,15,23:15,6,Sunday,1,7,93,93,0,-0.19509032201612872,0.9807852804032303,,,24.9967,41.22,6.7,88,4.9,0.0,0.0,13.3,0
95,2026-02-15 23:30,2026-02-15,2026,2,15,23,30,23:30,6,Sunday,1,7,94,94,0,-0.13052619222005168,0.9914448613738104,,,25.1767,40.98,6.6,87,4.6,0.0,0.0,13.0,0
96,2026-02-15 23:45,2026-02-15,2026,2,15,23,45,23:45,6,Sunday,1,7,95,95,0,-0.0654031292301428,0.9978589232386035,,,25.2567,40.8467,6.6,87,4.6,0.0,0.0,13.0,0
97,2026-02-16 00:00,2026-02-16,2026,2,16,0,0,00:00,0,Monday,0,8,96,0,1,0.0,1.0,-0.7818314824680299,0.6234898018587334,25.3167,40.21,6.5,86,4.4,0.0,0.0,13.0,0
98,2026-02-16 00:15,2026-02-16,2026,2,16,0,15,00:15,0,Monday,0,8,97,1,1,0.06540312923014306,0.9978589232386035,-0.7818314824680299,0.6234898018587334,25.28,39.6967,6.5,86,4.3,0.0,0.0,13.0,0
99,2026-02-16 00:30,2026-02-16,2026,2,16,0,30,00:30,0,Monday,0,8,98,2,1,0.13052619222005157,0.9914448613738104,-0.7818314824680299,0.6234898018587334,25.25,39.3967,6.4,86,4.3,0.0,0.0,13.3,0
100,2026-02-16 00:45,2026-02-16,2026,2,16,0,45,00:45,0,Monday,0,8,99,3,1,0.19509032201612825,0.9807852804032304,-0.7818314824680299,0.6234898018587334,25.2367,39.16,6.4,87,4.4,0.0,0.0,13.3,0
101,2026-02-16 01:00,2026-02-16,2026,2,16,1,0,01:00,0,Monday,0,8,100,4,1,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,25.3167,38.9333,6.4,87,4.4,0.0,0.0,13.7,0
102,2026-02-16 01:15,2026-02-16,2026,2,16,1,15,01:15,0,Monday,0,8,101,5,1,0.3214394653031616,0.9469301294951057,-0.7818314824680299,0.6234898018587334,25.3167,38.7133,6.4,87,4.4,0.0,0.0,14.0,0
103,2026-02-16 01:30,2026-02-16,2026,2,16,1,30,01:30,0,Monday,0,8,102,6,1,0.3826834323650898,0.9238795325112867,-0.7818314824680299,0.6234898018587334,25.21,38.4167,6.4,87,4.4,0.0,0.0,14.0,0
104,2026-02-16 01:45,2026-02-16,2026,2,16,1,45,01:45,0,Monday,0,8,103,7,1,0.44228869021900125,0.8968727415326884,-0.7818314824680299,0.6234898018587334,25.16,38.09,6.5,86,4.3,0.0,0.0,14.4,0
105,2026-02-16 02:00,2026-02-16,2026,2,16,2,0,02:00,0,Monday,0,8,104,8,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,25.2333,37.81,6.5,86,4.3,0.0,0.0,14.4,0
106,2026-02-16 02:15,2026-02-16,2026,2,16,2,15,02:15,0,Monday,0,8,105,9,1,0.5555702330196022,0.8314696123025452,-0.7818314824680299,0.6234898018587334,25.2133,37.7133,6.4,85,4.1,0.0,0.0,14.4,0
107,2026-02-16 02:30,2026-02-16,2026,2,16,2,30,02:30,0,Monday,0,8,106,10,1,0.6087614290087207,0.7933533402912352,-0.7818314824680299,0.6234898018587334,25.4133,42.3633,6.4,85,4.1,0.0,0.0,14.4,0
108,2026-02-16 02:45,2026-02-16,2026,2,16,2,45,02:45,0,Monday,0,8,107,11,1,0.6593458151000688,0.7518398074789774,-0.7818314824680299,0.6234898018587334,25.33,45.6567,6.3,84,3.8,0.0,0.0,14.4,0
109,2026-02-16 03:00,2026-02-16,2026,2,16,3,0,03:00,0,Monday,0,8,108,12,1,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,25.3167,45.4767,6.2,84,3.7,0.0,0.0,14.4,0
110,2026-02-16 03:15,2026-02-16,2026,2,16,3,15,03:15,0,Monday,0,8,109,13,1,0.7518398074789774,0.6593458151000688,-0.7818314824680299,0.6234898018587334,25.3367,44.06,6.2,85,3.9,0.0,0.0,14.0,0
111,2026-02-16 03:30,2026-02-16,2026,2,16,3,30,03:30,0,Monday,0,8,110,14,1,0.7933533402912352,0.6087614290087207,-0.7818314824680299,0.6234898018587334,25.2,43.2933,6.1,87,4.1,0.0,0.0,13.7,0
112,2026-02-16 03:45,2026-02-16,2026,2,16,3,45,03:45,0,Monday,0,8,111,15,1,0.8314696123025451,0.5555702330196024,-0.7818314824680299,0.6234898018587334,25.0867,42.42,6.1,88,4.3,0.0,0.0,13.3,0
113,2026-02-16 04:00,2026-02-16,2026,2,16,4,0,04:00,0,Monday,0,8,112,16,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,25.03,40.9,6.0,89,4.4,0.0,0.0,13.3,0
114,2026-02-16 04:15,2026-02-16,2026,2,16,4,15,04:15,0,Monday,0,8,113,17,1,0.8968727415326884,0.44228869021900125,-0.7818314824680299,0.6234898018587334,25.1533,40.3767,6.0,88,4.2,0.0,0.0,14.0,0
115,2026-02-16 04:30,2026-02-16,2026,2,16,4,30,04:30,0,Monday,0,8,114,18,1,0.9238795325112867,0.38268343236508984,-0.7818314824680299,0.6234898018587334,25.1067,40.0233,6.1,86,3.9,0.0,0.0,15.5,0
116,2026-02-16 04:45,2026-02-16,2026,2,16,4,45,04:45,0,Monday,0,8,115,19,1,0.9469301294951056,0.3214394653031617,-0.7818314824680299,0.6234898018587334,24.98,39.5433,6.1,84,3.6,0.0,0.0,16.9,0
117,2026-02-16 05:00,2026-02-16,2026,2,16,5,0,05:00,0,Monday,0,8,116,20,1,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,24.8867,39.36,6.1,83,3.5,0.0,0.0,17.6,0
118,2026-02-16 05:15,2026-02-16,2026,2,16,5,15,05:15,0,Monday,0,8,117,21,1,0.9807852804032304,0.19509032201612833,-0.7818314824680299,0.6234898018587334,24.9533,38.9733,6.1,82,3.3,0.0,0.0,17.3,0
119,2026-02-16 05:30,2026-02-16,2026,2,16,5,30,05:30,0,Monday,0,8,118,22,1,0.9914448613738104,0.1305261922200517,-0.7818314824680299,0.6234898018587334,24.96,38.4733,6.2,82,3.4,0.0,0.0,16.6,0
120,2026-02-16 05:45,2026-02-16,2026,2,16,5,45,05:45,0,Monday,0,8,119,23,1,0.9978589232386035,0.06540312923014327,-0.7818314824680299,0.6234898018587334,24.8433,37.8967,6.1,82,3.3,0.0,0.0,15.5,0
121,2026-02-16 06:00,2026-02-16,2026,2,16,6,0,06:00,0,Monday,0,8,120,24,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,24.7467,37.5067,6.1,82,3.3,0.0,0.0,14.8,0
122,2026-02-16 06:15,2026-02-16,2026,2,16,6,15,06:15,0,Monday,0,8,121,25,1,0.9978589232386035,-0.06540312923014314,-0.7818314824680299,0.6234898018587334,24.7333,37.2533,6.1,82,3.3,0.0,0.0,14.4,0
123,2026-02-16 06:30,2026-02-16,2026,2,16,6,30,06:30,0,Monday,0,8,122,26,1,0.9914448613738104,-0.1305261922200516,-0.7818314824680299,0.6234898018587334,24.8767,36.9533,6.0,83,3.3,0.0,0.0,14.8,0
124,2026-02-16 06:45,2026-02-16,2026,2,16,6,45,06:45,0,Monday,0,8,123,27,1,0.9807852804032304,-0.1950903220161282,-0.7818314824680299,0.6234898018587334,24.85,36.74,5.9,83,3.2,0.0,0.0,14.8,0
125,2026-02-16 07:00,2026-02-16,2026,2,16,7,0,07:00,0,Monday,0,8,124,28,1,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,24.73,36.73,5.8,83,3.2,0.0,0.0,14.8,0
